Year,Statistic,Name(s),Team(s),#,Date of Birth
2022,Total Bases,Aaron Judge,New York Yankees,391,04-26-1992  (Taurus)
2022,Triples,Amed Rosario,Cleveland Guardians,9,11-20-1995  (Scorpio)
2023,Base on Balls,J.P. Crawford,Seattle Mariners,94,01-11-1995  (Capricorn)
2023,Batting Average,Yandy Díaz,Tampa Bay Rays,.330,08-08-1991  (Leo)
2023,Doubles,Corey Seager,Texas Rangers,42,04-27-1994  (Taurus)
2023,Hits,Marcus Semien,Texas Rangers,185,09-17-1990  (Virgo)
2023,Home Runs,Shohei Ohtani,Los Angeles Angels,44,07-05-1994  (Cancer)
2023,On Base Percentage,Shohei Ohtani,Los Angeles Angels,.412,07-05-1994  (Cancer)
2023,RBI,Kyle Tucker,Houston Astros,112,01-17-1997  (Capricorn)
2023,Runs,Marcus Semien,Texas Rangers,122,09-17-1990  (Virgo)
2023,Slugging Average,Shohei Ohtani,Los Angeles Angels,.654,07-05-1994  (Cancer)
2023,Stolen Bases,Esteury Ruiz,Oakland Athletics,67,02-15-1999  (Aquarius)
2023,Total Bases,Shohei Ohtani,Los Angeles Angels,325,07-05-1994  (Cancer)
2023,Triples,Bobby Witt Jr.,Kansas City Royals,11,06-14-2000  (Gemini)
2024,Base on Balls,Aaron Judge,New York,133,04-26-1992  (Taurus)
2024,Batting Average,Bobby Witt Jr.,Kansas City,.332,06-14-2000  (Gemini)
2024,Doubles,Jarren Duran,Boston,48,09-05-1996  (Virgo)
2024,Hits,Bobby Witt Jr.,Kansas City,211,06-14-2000  (Gemini)
2024,Home Runs,Aaron Judge,New York,58,04-26-1992  (Taurus)
2024,On Base Percentage,Aaron Judge,New York,.458,04-26-1992  (Taurus)
2024,RBI,Aaron Judge,New York,144,04-26-1992  (Taurus)
2024,Runs,Juan Soto,New York,128,10-25-1998  (Scorpio)
2024,Slugging Average,Aaron Judge,New York,.701,04-26-1992  (Taurus)
2024,Stolen Bases,Jose Caballero,Tampa Bay,44,08-30-1996  (Virgo)
2024,Total Bases,Aaron Judge,New York,392,04-26-1992  (Taurus)
2024,Triples,Jarren Duran,Boston,14,09-05-1996  (Virgo)
